ModuleCode,ClassNo,LessonType,DayCode,DayText,StartTime,EndTime,Venue,AcadYear,Semester
MA1311,T01,TUTORIAL,4,Thursday,900,1000,S16-0431,2013/2014,1
MA2101,T08,TUTORIAL,5,Friday,900,1000,S16-0431,2013/2014,1
MA2311,T03,TUTORIAL,5,Friday,1500,1600,S16-0431,2013/2014,1
MA1421,T03,TUTORIAL,2,Tuesday,1400,1500,S16-0433,2013/2014,1
MA1421,T04,TUTORIAL,2,Tuesday,1500,1600,S16-0433,2013/2014,1
MA1421,T05,TUTORIAL,4,Thursday,1300,1400,S16-0433,2013/2014,1
MA1421,T06,TUTORIAL,4,Thursday,1400,1500,S16-0433,2013/2014,1
MA1421,T07,TUTORIAL,4,Thursday,1500,1600,S16-0433,2013/2014,1
ES2007S,4,SECTIONAL TEACHING,1,Monday,1400,1600,S16-0435,2013/2014,1
SP1203,ST2,TUTORIAL,2,Tuesday,800,1000,S16-0435,2013/2014,1
SP1203,ST6,TUTORIAL,2,Tuesday,1000,1200,S16-0435,2013/2014,1
ES1102,S07,SECTIONAL TEACHING,2,Tuesday,1200,1400,S16-0435,2013/2014,1
ES2007S,4,SECTIONAL TEACHING,4,Thursday,1400,1600,S16-0435,2013/2014,1
SP1203,ST2,TUTORIAL,5,Friday,800,1000,S16-0435,2013/2014,1
SP1203,ST6,TUTORIAL,5,Friday,1000,1200,S16-0435,2013/2014,1
PC3235,SL1,LECTURE,1,Monday,800,1000,S16-0436,2013/2014,1
ES2007S,5,SECTIONAL TEACHING,2,Tuesday,1000,1200,S16-0436,2013/2014,1
PR1101,ST2,TUTORIAL,3,Wednesday,900,1200,S16-0436,2013/2014,1
PR1101,ST2,TUTORIAL,3,Wednesday,1400,1700,S16-0436,2013/2014,1
PC3235,SL1,LECTURE,4,Thursday,800,1000,S16-0436,2013/2014,1
ES2007S,5,SECTIONAL TEACHING,5,Friday,1000,1200,S16-0436,2013/2014,1
ES1000,S4,SECTIONAL TEACHING,1,Monday,1000,1200,S16-0437,2013/2014,1
SP1203,ST3,TUTORIAL,2,Tuesday,800,1000,S16-0437,2013/2014,1
ES1102,S12,SECTIONAL TEACHING,2,Tuesday,1000,1200,S16-0437,2013/2014,1
ES2007S,7,SECTIONAL TEACHING,2,Tuesday,1200,1400,S16-0437,2013/2014,1
BL5198,SL1,SEMINAR-STYLE MODULE CLASS,3,Wednesday,1400,1800,S16-0437,2013/2014,1
ES1000,S4,SECTIONAL TEACHING,4,Thursday,1000,1200,S16-0437,2013/2014,1
SP1203,ST3,TUTORIAL,5,Friday,800,1000,S16-0437,2013/2014,1
ES1102,S12,SECTIONAL TEACHING,5,Friday,1000,1200,S16-0437,2013/2014,1
ES2007S,7,SECTIONAL TEACHING,5,Friday,1200,1400,S16-0437,2013/2014,1
ES2007S,3,SECTIONAL TEACHING,1,Monday,1200,1400,S16-0440,2013/2014,1
ES2007S,4,SECTIONAL TEACHING,1,Monday,1400,1600,S16-0440,2013/2014,1
SP1203,ST10,TUTORIAL,2,Tuesday,800,1000,S16-0440,2013/2014,1
SP1203,ST5,TUTORIAL,2,Tuesday,1000,1200,S16-0440,2013/2014,1
ES2007S,8,SECTIONAL TEACHING,2,Tuesday,1200,1400,S16-0440,2013/2014,1
GEM1903,ST1,TUTORIAL,4,Thursday,1400,1600,S16-0440,2013/2014,1
GEM1903,ST2,TUTORIAL,4,Thursday,1600,1800,S16-0440,2013/2014,1
SP1203,ST10,TUTORIAL,5,Friday,800,1000,S16-0440,2013/2014,1
SP1203,ST5,TUTORIAL,5,Friday,1000,1200,S16-0440,2013/2014,1
ES2007S,8,SECTIONAL TEACHING,5,Friday,1200,1400,S16-0440,2013/2014,1
ST1131,T1,TUTORIAL,1,Monday,1300,1400,S16-05101,2013/2014,1
ST1131,T1,TUTORIAL,1,Monday,1400,1500,S16-05101,2013/2014,1
ST1131,T2,TUTORIAL,1,Monday,1500,1600,S16-05101,2013/2014,1
ST1131,T4,TUTORIAL,1,Monday,1600,1700,S16-05101,2013/2014,1
ST1131,T5,TUTORIAL,2,Tuesday,900,1000,S16-05101,2013/2014,1
ST1131,T6,TUTORIAL,2,Tuesday,1000,1100,S16-05101,2013/2014,1
ST3233,T3,TUTORIAL,2,Tuesday,1100,1200,S16-05101,2013/2014,1
ST1131,T8,TUTORIAL,2,Tuesday,1200,1300,S16-05101,2013/2014,1
ST3233,T1,TUTORIAL,2,Tuesday,1300,1400,S16-05101,2013/2014,1
ST1131,T10,TUTORIAL,2,Tuesday,1600,1700,S16-05101,2013/2014,1
ST3246,T3,TUTORIAL,4,Thursday,800,900,S16-05101,2013/2014,1
ST1131,T11,TUTORIAL,4,Thursday,900,1000,S16-05101,2013/2014,1
ST1131,T12,TUTORIAL,4,Thursday,1200,1300,S16-05101,2013/2014,1
ST1131,T13,TUTORIAL,4,Thursday,1300,1400,S16-05101,2013/2014,1
ST1131,T14,TUTORIAL,4,Thursday,1400,1500,S16-05101,2013/2014,1
ST1131,T15,TUTORIAL,4,Thursday,1500,1600,S16-05101,2013/2014,1
ST1131,T16,TUTORIAL,4,Thursday,1600,1700,S16-05101,2013/2014,1
ST1131,T17,TUTORIAL,5,Friday,900,1000,S16-05101,2013/2014,1
ST1131,T18,TUTORIAL,5,Friday,1000,1100,S16-05101,2013/2014,1
ST3233,T2,TUTORIAL,5,Friday,1300,1400,S16-05101,2013/2014,1
ST2132,T7,TUTORIAL,1,Monday,1700,1800,S16-06118,2013/2014,1
ST5221,SL1,LECTURE,4,Thursday,1900,2100,S16-06118,2013/2014,1
ST5221,ST1,TUTORIAL,4,Thursday,2100,2200,S16-06118,2013/2014,1
ST5223,SL1,LECTURE,5,Friday,1400,1600,S16-06118,2013/2014,1
ST5223,ST1,TUTORIAL,5,Friday,1600,1700,S16-06118,2013/2014,1
SP1202,S1,SECTIONAL TEACHING,2,Tuesday,1000,1200,S16-0903,2013/2014,1
SP1202,S1,SECTIONAL TEACHING,5,Friday,1000,1200,S16-0903,2013/2014,1
MA5243,SL1,LECTURE,1,Monday,900,1100,S17-0404,2013/2014,1
MA4269,T01,TUTORIAL,1,Monday,1100,1200,S17-0404,2013/2014,1
MA4269,T05,TUTORIAL,3,Wednesday,1300,1400,S17-0404,2013/2014,1
MA4269,T06,TUTORIAL,3,Wednesday,1400,1500,S17-0404,2013/2014,1
QF5205,SL1,LECTURE,3,Wednesday,1900,2200,S17-0404,2013/2014,1
MA4264,T03,TUTORIAL,4,Thursday,900,1000,S17-0404,2013/2014,1
MA4264,T04,TUTORIAL,4,Thursday,1000,1100,S17-0404,2013/2014,1
MA3111,T03,TUTORIAL,4,Thursday,1700,1800,S17-0404,2013/2014,1
QF5205,SL1,LECTURE,4,Thursday,1900,2200,S17-0404,2013/2014,1
MA4257,T06,TUTORIAL,5,Friday,1300,1400,S17-0404,2013/2014,1
MA1421,T12,TUTORIAL,5,Friday,1600,1700,S17-0404,2013/2014,1
MA3220,T01,TUTORIAL,1,Monday,800,900,S17-0405,2013/2014,1
MA3265,T01,TUTORIAL,1,Monday,1000,1100,S17-0405,2013/2014,1
MA4235,T02,TUTORIAL,2,Tuesday,1400,1500,S17-0405,2013/2014,1
MA6220,SL1,LECTURE,2,Tuesday,1900,2200,S17-0405,2013/2014,1
MA1421,T05,TUTORIAL,2,Tuesday,1700,1800,S17-0406,2013/2014,1
MA4235,T03,TUTORIAL,5,Friday,1500,1600,S17-0406,2013/2014,1
MA5243,SL1,LECTURE,1,Monday,900,1100,S17-0512,2013/2014,1
MA5252,SL1,LECTURE,1,Monday,1400,1600,S17-0512,2013/2014,1
MA4235,T02,TUTORIAL,1,Monday,1800,1900,S17-0512,2013/2014,1
MA6206,SL1,LECTURE,1,Monday,1900,2200,S17-0512,2013/2014,1
MA5203,SL1,LECTURE,2,Tuesday,1000,1200,S17-0512,2013/2014,1
MA6220,SL1,LECTURE,2,Tuesday,1900,2200,S17-0512,2013/2014,1
MA5243,SL1,LECTURE,4,Thursday,800,1000,S17-0512,2013/2014,1
MA5252,SL1,LECTURE,4,Thursday,1400,1600,S17-0512,2013/2014,1
MA1101R,T15,TUTORIAL,4,Thursday,1600,1700,S17-0512,2013/2014,1
MA1101R,T16,TUTORIAL,4,Thursday,1700,1800,S17-0512,2013/2014,1
MA5203,SL1,LECTURE,5,Friday,1000,1200,S17-0512,2013/2014,1
MA2202S,SL1,LECTURE,2,Tuesday,1400,1600,S17-0611,2013/2014,1
MA2202S,T01,TUTORIAL,2,Tuesday,1600,1700,S17-0611,2013/2014,1
MA2202S,SL1,LECTURE,5,Friday,1400,1600,S17-0611,2013/2014,1
MA2202S,T01,TUTORIAL,5,Friday,1600,1700,S17-0611,2013/2014,1
PR3101,SB1,LABORATORY,2,Tuesday,1400,1700,S1A-0217,2013/2014,1
LSM3253,SL1,LECTURE,3,Wednesday,800,1000,S1A-0217,2013/2014,1
PR3101,SB2,LABORATORY,5,Friday,1400,1700,S1A-0217,2013/2014,1
PR2101,SB1,LABORATORY,3,Wednesday,900,1200,S4-0103,2013/2014,1
PR2101,SB2,LABORATORY,3,Wednesday,1400,1700,S4-0103,2013/2014,1
PR2101,SB1,LABORATORY,3,Wednesday,900,1200,S4-04Lab,2013/2014,1
PR2101,SB2,LABORATORY,3,Wednesday,1400,1700,S4-04Lab,2013/2014,1
PR5219,SL1,LECTURE,2,Tuesday,1800,2000,S4-0516,2013/2014,1
PR2101,SB1,LABORATORY,3,Wednesday,900,1200,S4A-02Lab,2013/2014,1
PR2101,SB2,LABORATORY,3,Wednesday,1400,1700,S4A-02Lab,2013/2014,1
PR1101,ST3,TUTORIAL,3,Wednesday,900,1200,S4A-0308,2013/2014,1
PR1101,ST3,TUTORIAL,3,Wednesday,1400,1700,S4A-0308,2013/2014,1
CM1131,TU4,TUTORIAL,2,Tuesday,1400,1500,S5-0224,2013/2014,1
CM1131,TU5,TUTORIAL,2,Tuesday,1500,1600,S5-0224,2013/2014,1
CM3231,TH3,TUTORIAL,4,Thursday,1300,1400,S9-0513,2013/2014,1
CM3231,TH4,TUTORIAL,4,Thursday,1400,1500,S9-0513,2013/2014,1
SP1202,MT,SECTIONAL TEACHING,1,Monday,800,1000,S9A-0101,2013/2014,1
ES1000,S1,SECTIONAL TEACHING,1,Monday,1000,1200,S9A-0101,2013/2014,1
ES1102,S08,SECTIONAL TEACHING,1,Monday,1600,1800,S9A-0101,2013/2014,1
SP1202,TF,SECTIONAL TEACHING,2,Tuesday,800,1000,S9A-0101,2013/2014,1
ES1102,S08,SECTIONAL TEACHING,2,Tuesday,1600,1800,S9A-0101,2013/2014,1
SP1202,MT,SECTIONAL TEACHING,4,Thursday,800,1000,S9A-0101,2013/2014,1
ES1000,S1,SECTIONAL TEACHING,4,Thursday,1000,1200,S9A-0101,2013/2014,1
ES1102,S08,SECTIONAL TEACHING,4,Thursday,1600,1800,S9A-0101,2013/2014,1
SP1202,TF,SECTIONAL TEACHING,5,Friday,800,1000,S9A-0101,2013/2014,1
ES1102,S08,SECTIONAL TEACHING,5,Friday,1600,1800,S9A-0101,2013/2014,1
ES1102,S01,SECTIONAL TEACHING,1,Monday,1000,1200,S9A-0103,2013/2014,1
ES1541,LT4,SECTIONAL TEACHING,2,Tuesday,800,1000,S9A-0103,2013/2014,1
ES2007S,7,SECTIONAL TEACHING,2,Tuesday,1200,1400,S9A-0103,2013/2014,1
ES1102,S01,SECTIONAL TEACHING,4,Thursday,1000,1200,S9A-0103,2013/2014,1
ES1541,LT4,SECTIONAL TEACHING,5,Friday,800,1000,S9A-0103,2013/2014,1
ES2007S,7,SECTIONAL TEACHING,5,Friday,1200,1400,S9A-0103,2013/2014,1
AR5142,7,LECTURE,6,Saturday,2200,2400,SDE-DV3,2013/2014,1
AR5141,8,LECTURE,7,Sunday,2200,2400,SDE-DV3,2013/2014,1
SP3175,ST1,TUTORIAL,3,Wednesday,1600,1800,SPSLab,2013/2014,1
MNO3303,D1,SECTIONAL TEACHING,2,Tuesday,800,1100,SR@LT19,2013/2014,1
MNO3301,C2,SECTIONAL TEACHING,2,Tuesday,1100,1400,SR@LT19,2013/2014,1
MNO3303,D2,SECTIONAL TEACHING,2,Tuesday,1400,1700,SR@LT19,2013/2014,1
CS6880,1,LECTURE,5,Friday,900,1100,SR@LT19,2013/2014,1
CS5201,1,LECTURE,7,Sunday,2200,2400,SR@LT19,2013/2014,1
MUA3212,1,SECTIONAL TEACHING,2,Tuesday,1400,1500,SR1,2013/2014,1
RE1105,3,TUTORIAL,1,Monday,1500,1700,SR10,2013/2014,1
AR1327,1,TUTORIAL,2,Tuesday,1600,1800,SR10,2013/2014,1
AR5421,1,TUTORIAL,3,Wednesday,1400,1600,SR10,2013/2014,1
RE1102,1,TUTORIAL,3,Wednesday,1600,1800,SR10,2013/2014,1
RE3101,5,TUTORIAL,5,Friday,1000,1200,SR10,2013/2014,1
PF2401,2,TUTORIAL,5,Friday,1200,1400,SR10,2013/2014,1
AR5421,3,TUTORIAL,5,Friday,1600,1800,SR10,2013/2014,1
RE3101,3,TUTORIAL,1,Monday,1400,1600,SR11,2013/2014,1
AR3421,3,LECTURE,2,Tuesday,1100,1300,SR11,2013/2014,1
ES2007D,R10,SECTIONAL TEACHING,2,Tuesday,1400,1600,SR11,2013/2014,1
AR1327,2,TUTORIAL,2,Tuesday,1600,1800,SR11,2013/2014,1
AR5421,2,TUTORIAL,3,Wednesday,1400,1600,SR11,2013/2014,1
RE4221,1,TUTORIAL,4,Thursday,1600,1800,SR11,2013/2014,1
ES2007D,R10,SECTIONAL TEACHING,5,Friday,1200,1400,SR11,2013/2014,1
AR2222,3,TUTORIAL,5,Friday,1400,1500,SR11,2013/2014,1
AR2222,4,TUTORIAL,5,Friday,1500,1600,SR11,2013/2014,1
AR3421,5,LECTURE,2,Tuesday,1400,1600,SR12,2013/2014,1
RE3302,1,TUTORIAL,2,Tuesday,1600,1800,SR12,2013/2014,1
RE2102,6,TUTORIAL,3,Wednesday,1500,1700,SR12,2013/2014,1
AR5421,16,TUTORIAL,5,Friday,1400,1600,SR12,2013/2014,1
AR5321,2,TUTORIAL,5,Friday,1600,1800,SR12,2013/2014,1
RE1101,5,TUTORIAL,1,Monday,1600,1800,SR13,2013/2014,1
ID1223,1,DESIGN LECTURE,2,Tuesday,900,1300,SR13,2013/2014,1
RE6006,1,LECTURE,2,Tuesday,1400,1700,SR13,2013/2014,1
AR5421,7,TUTORIAL,3,Wednesday,1400,1600,SR13,2013/2014,1
RE4204,1,TUTORIAL,5,Friday,900,1100,SR13,2013/2014,1
RE4222,4,TUTORIAL,1,Monday,1000,1200,SR14,2013/2014,1
AR5011,1,TUTORIAL,3,Wednesday,1600,1800,SR14,2013/2014,1
DE4201,2,TUTORIAL,4,Thursday,1100,1300,SR14,2013/2014,1
RE2101,6,TUTORIAL,5,Friday,1600,1800,SR14,2013/2014,1
PF3101,1,TUTORIAL,2,Tuesday,1600,1800,SR15,2013/2014,1
EM1001,1,SECTIONAL TEACHING,2,Tuesday,900,1100,SR2,2013/2014,1
EM1202,3,SECTIONAL TEACHING,2,Tuesday,1600,1800,SR2,2013/2014,1
MUT1121,9,TUTORIAL,4,Thursday,900,1000,SR2,2013/2014,1
MUT1121,10,TUTORIAL,4,Thursday,1000,1100,SR2,2013/2014,1
MUT3204,1,SECTIONAL TEACHING,5,Friday,1400,1600,SR2,2013/2014,1
LC5112,1,SEMINAR-STYLE MODULE CLASS,1,Monday,1200,1500,SR3,2013/2014,1
MUT3202,1,SECTIONAL TEACHING,5,Friday,1000,1200,SR3,2013/2014,1
EM1001,1,SECTIONAL TEACHING,1,Monday,1000,1200,SR4,2013/2014,1
RE6007,1,LECTURE,1,Monday,1400,1700,SR4,2013/2014,1
MUT3113,1,SECTIONAL TEACHING,2,Tuesday,1000,1200,SR4,2013/2014,1
EM1002,1,SECTIONAL TEACHING,2,Tuesday,1600,1800,SR4,2013/2014,1
AR4222,1,TUTORIAL,3,Wednesday,900,1100,SR4,2013/2014,1
ES2007D,R3,SECTIONAL TEACHING,3,Wednesday,1200,1400,SR4,2013/2014,1
ES2007D,R4,SECTIONAL TEACHING,3,Wednesday,1400,1600,SR4,2013/2014,1
GEK2045,3,TUTORIAL,3,Wednesday,1700,1800,SR4,2013/2014,1
EM1002,1,SECTIONAL TEACHING,4,Thursday,900,1100,SR4,2013/2014,1
AR5421,11,TUTORIAL,5,Friday,1100,1300,SR4,2013/2014,1
AR2222,5,TUTORIAL,5,Friday,1400,1500,SR4,2013/2014,1
AR2222,6,TUTORIAL,5,Friday,1500,1600,SR4,2013/2014,1
LL6223,1,SEMINAR-STYLE MODULE CLASS,2,Tuesday,1900,2100,SR4-1,2013/2014,1
LC2004,5,TUTORIAL,3,Wednesday,900,1100,SR4-1,2013/2014,1
LC2004,6,TUTORIAL,3,Wednesday,1100,1300,SR4-1,2013/2014,1
LL6223,1,SEMINAR-STYLE MODULE CLASS,4,Thursday,1900,2100,SR4-1,2013/2014,1
LL6223,1,SEMINAR-STYLE MODULE CLASS,5,Friday,1900,2100,SR4-1,2013/2014,1
LLD5049,1,SEMINAR-STYLE MODULE CLASS,4,Thursday,1900,2100,SR4-2,2013/2014,1
LL6070,1,SEMINAR-STYLE MODULE CLASS,2,Tuesday,1500,1800,SR4-3,2013/2014,1
LL6029,1,SEMINAR-STYLE MODULE CLASS,3,Wednesday,900,1200,SR4-3,2013/2014,1
LC2001D,1,SEMINAR-STYLE MODULE CLASS,4,Thursday,1500,1800,SR4-3,2013/2014,1
LL6185,1,SEMINAR-STYLE MODULE CLASS,6,Saturday,900,1200,SR4-3,2013/2014,1
GEK1054,2,TUTORIAL,2,Tuesday,1200,1400,SR5,2013/2014,1
ES1000,D2,SECTIONAL TEACHING,2,Tuesday,1400,1600,SR5,2013/2014,1
GEK2044,2,TUTORIAL,2,Tuesday,1600,1800,SR5,2013/2014,1
ES2007D,R1,SECTIONAL TEACHING,3,Wednesday,900,1100,SR5,2013/2014,1
AR5421,12,TUTORIAL,5,Friday,1100,1300,SR5,2013/2014,1
AR2221,7,TUTORIAL,5,Friday,1500,1600,SR5,2013/2014,1
AR2221,6,TUTORIAL,5,Friday,1600,1700,SR5,2013/2014,1
LC3001A,6,TUTORIAL,4,Thursday,900,1200,SR5-1,2013/2014,1
LL6097,1,SEMINAR-STYLE MODULE CLASS,1,Monday,1500,1800,SR5-2,2013/2014,1
LL6032,1,SEMINAR-STYLE MODULE CLASS,1,Monday,1900,2100,SR5-2,2013/2014,1
LL6032,1,SEMINAR-STYLE MODULE CLASS,3,Wednesday,1900,2100,SR5-2,2013/2014,1
LL6032,1,SEMINAR-STYLE MODULE CLASS,5,Friday,1500,1700,SR5-2,2013/2014,1
LL6072B,1,SEMINAR-STYLE MODULE CLASS,1,Monday,1900,2100,SR5-4,2013/2014,1
LL6224,1,SEMINAR-STYLE MODULE CLASS,2,Tuesday,1900,2100,SR5-4,2013/2014,1
LL6072B,1,SEMINAR-STYLE MODULE CLASS,3,Wednesday,1900,2100,SR5-4,2013/2014,1
LL6224,1,SEMINAR-STYLE MODULE CLASS,4,Thursday,1900,2100,SR5-4,2013/2014,1
LL6072B,1,SEMINAR-STYLE MODULE CLASS,5,Friday,1500,1700,SR5-4,2013/2014,1
LL6224,1,SEMINAR-STYLE MODULE CLASS,5,Friday,1900,2100,SR5-4,2013/2014,1
LL4032,1,SEMINAR-STYLE MODULE CLASS,1,Monday,1900,2100,SR5-5,2013/2014,1
ES2007D,R1,SECTIONAL TEACHING,1,Monday,900,1100,SR6,2013/2014,1
EM1201,1,SECTIONAL TEACHING,2,Tuesday,1100,1300,SR6,2013/2014,1
EM1202,3,SECTIONAL TEACHING,2,Tuesday,1600,1800,SR6,2013/2014,1
GEK2044,3,TUTORIAL,3,Wednesday,1100,1300,SR6,2013/2014,1
AR5421,6,TUTORIAL,3,Wednesday,1400,1600,SR6,2013/2014,1
EM1201,1,SECTIONAL TEACHING,4,Thursday,1100,1300,SR6,2013/2014,1
ID4103,2,DESIGN LECTURE,4,Thursday,1400,1800,SR6,2013/2014,1
AR2223,1,TUTORIAL,5,Friday,900,1000,SR6,2013/2014,1
AR2223,2,TUTORIAL,5,Friday,1000,1100,SR6,2013/2014,1
AR5321,4,TUTORIAL,5,Friday,1600,1800,SR6,2013/2014,1
MUA3274,1,SECTIONAL TEACHING,1,Monday,1400,1600,SR7,2013/2014,1
RE3101,2,TUTORIAL,2,Tuesday,900,1100,SR7,2013/2014,1
MUT1121,3,TUTORIAL,2,Tuesday,1200,1300,SR7,2013/2014,1
MUT1121,4,TUTORIAL,2,Tuesday,1300,1400,SR7,2013/2014,1
MUT1121,5,TUTORIAL,2,Tuesday,1400,1500,SR7,2013/2014,1
AR1327,4,TUTORIAL,2,Tuesday,1600,1800,SR7,2013/2014,1
ES2007D,R5,SECTIONAL TEACHING,3,Wednesday,1100,1300,SR7,2013/2014,1
MUA3274,1,SECTIONAL TEACHING,3,Wednesday,1400,1600,SR7,2013/2014,1
AR5421,9,TUTORIAL,5,Friday,1100,1300,SR7,2013/2014,1
AR2222,1,TUTORIAL,5,Friday,1400,1500,SR7,2013/2014,1
AR2222,2,TUTORIAL,5,Friday,1500,1600,SR7,2013/2014,1
PF2106,2,TUTORIAL,1,Monday,1600,1800,SR8,2013/2014,1
EM1202,1,SECTIONAL TEACHING,2,Tuesday,1100,1300,SR8,2013/2014,1
AR1327,3,TUTORIAL,2,Tuesday,1600,1800,SR8,2013/2014,1
PF2106,5,TUTORIAL,3,Wednesday,900,1100,SR8,2013/2014,1
EM1202,2,SECTIONAL TEACHING,3,Wednesday,1400,1600,SR8,2013/2014,1
MUA3111,1,SECTIONAL TEACHING,4,Thursday,900,1100,SR8,2013/2014,1
EM1202,1,SECTIONAL TEACHING,4,Thursday,1100,1300,SR8,2013/2014,1
PF2106,4,TUTORIAL,4,Thursday,1400,1600,SR8,2013/2014,1
AR2222,8,TUTORIAL,5,Friday,1500,1600,SR8,2013/2014,1
MUT2118,1,LECTURE,6,Saturday,2200,2300,SR8,2013/2014,1
PF4202,3,TUTORIAL,1,Monday,1400,1600,SR9,2013/2014,1
AR5421,5,TUTORIAL,3,Wednesday,1400,1600,SR9,2013/2014,1
PF4202,2,TUTORIAL,4,Thursday,1100,1300,SR9,2013/2014,1
